file_name,text,true_class,predicted_class
Sciences_2871535.txt,"Royal Holloway, University of London Latest news, college information, research, studying, events, and contact details. Information for students alumni, business, schools, and staff. ",Social,Social
2837692.txt,"EBSC Consultants Provides consultancy services for golf course owners, managers and superintendents to improve their overall environmental performance and reduce the impact of their actions on their surroundings. ",Environment,Environment
2815600.txt,Quillaja saponaria image ,Biology,Biology
2881133.txt,"Argonne National Laboratory: Engines Undertaking research into reducing emissions and raising the fuel efficiency of reciprocating combustion engines. Includes technical background, three-dimensional animations, analysis and results. ",Technology,Technology
Sciences_2865563.txt,"Sproule, Rob Professor of Economics at Bishop's University, QuÃÂ©bec. Includes research, teaching materials, and a vita. ",Social,Social
2854243.txt,"CFD Research Corporation Develops and markets software for CFD and provides services for engineering analysis and design, and R+D projects for new concepts, designs, and products. Based in Huntsville, AL, USA. ",Physics,Physics
2823728.txt,"Visual Elements: Berkelium General and physical information, and key isotopes. ",Chemistry,Chemistry
2837334.txt,"A&amp;O Architectural Salvage Featuring stained glass windows, lighting, chandeliers, doors, furniture, hardware, iron mantels, and advertising signs. Kansas City, Missouri, USA. ",Environment,Instruments
in_Society_2858106.txt,"Leaving the Land of Woo Blog about getting away from irrational ideas about health, food, religion and the paranormal. ",Science,Science
and_Supplies_2841445.txt,"Art Robbins Instruments A design and manufacturing company offering laboratory equipment and consumable products for liquid handling, protein crystallography, capillary electrophoresis, and HLA/tissue-typing applications. Services include repair and retrofitting of dispensers. ",Instruments,Instruments
Sciences_2869143.txt,"Ye Olde English Sayings A quick, fun-to-read collection of the origins of terms and some of the sayings even go back to ancient times. Links to other pages devoted to English usage. ",Social,Social
2835137.txt,"International Energy Agency: Climate Change Provides news, publications and papers, workshops, and related committees and working parties. ",Environment,Technology
Sciences_2859228.txt,"Fort Mountain State Park, Georgia How did the wall at Fort Mountain get built? This puzzle has intrigued men since its discovery. A Georgia State Park near Chatsworth ",Social,Earth
2854247.txt,K. Myles and Associates Reference books on fluids handling. ,Physics,Instruments
2797116.txt,"Nonindigenous Crustaceans Describes common methods of introduction, with links to descriptions of species and US distribution maps. ",Biology,Biology
2848422.txt,"Jiang, Dihua University of Minnesota. Automorphic Forms, Representation Theory, Number Theory. ",Math,Math
2789440.txt,"McKittrick's Cameras LTD A camera store which also sells telescopes, binoculars and accessories. Located in Ontario, Canada. ",Astronomy,Astronomy
2853481.txt,"Web Physics Project A flexible low budget outlet for small volume, high quality, HTML-based curricular material. It provides a forum for physics educators to exchange curriculum ideas and resources that make use of web technology (primarily public domain material), and provides a medium for the dissemination of student work. ",Physics,Physics
2785876.txt,"USFS Pacific Northwest Research Station - PNW Organized into seven programs conducted at ten locations: nine laboratories in Alaska, Washington, and Oregon, and a Wood Utilization Center in Sitka, Alaska. Forestry research sites were established to evaluate and disseminate information and technology to improve management and use of natural resources. ",Agriculture,Agriculture
2790384.txt,"Starryskies Features the latest news in the field of science, concentrating on Earth and Space science news. Readers can also post stories and add comments. ",Astronomy,Technology
Sciences_2827150.txt,Stroyproject Ltd: LOZA Weather Modification Rocket Rockets designed for active influence on hail-producing or rain-bearing clouds via the dispersal of ice-forming seeding chemical agents. Ensures hail protection or induces artificial rainfall. ,Earth,Earth
2843068.txt,Murray State University Department of Mathematics and Statistics ,Math,Math
Sciences_2829973.txt,"Voice of America - Haiti Earthquake News and photo galleries reporting on the earthquake, the aftermath, and the relief efforts to help the victims. US. ",Earth,Earth
Sciences_2828303.txt,"The Landforms and Geology of Japan Descriptions and maps of the country's major geologic and tectonic features, with more detailed discussions of the characteristics of specific regions. ",Earth,Earth
in_Society_2857623.txt,"Andergene Inc. Offers DNA testing services to establish family relationships from Oceanside, CA. ",Science,Science
in_Society_2857475.txt,Forum on Physics and Society Division of the American Physical Society for discussion of science and society issues. ,Science,Science
and_Supplies_2840006.txt,"Imlab Distributor of laboratory materials, specializing in water purifications technology and balances. Contacts in Boutersem, Belgium. [Dutch?French/German/English] ",Instruments,Chemistry
2882420.txt,"The International Association for Cereal Science and Technology (ICC) National and cooperate members, publications, technical group, newsletter and forum. ",Technology,Science
2788210.txt,"Astronomy at the University of British Columbia A 42 cm instrument used for public observing, undergraduate teaching and instrument development. ",Astronomy,Astronomy
2877997.txt,"How We Made the First Flight HTML e-text of an account written by Orville Wright, with photos. Hosted by AeroWeb. ",Technology,Math
2842625.txt,University College Dublin Department of Mathematics. ,Math,Math
2835685.txt,Estabrooks EZY CHEK Systems Describes and offers tank testing and line testing equipment for underground storage tanks. ,Environment,Technology
2839209.txt,"Stormwater Compliance Solutions New Jersey firm provides engineering consulting and construction services to municipalities, corporations, and individuals to assist with stormwater management planning, maintenance and reporting obligations. ",Environment,Social
2824797.txt,"North Coast Environmental Laboratories, Inc. Offers analysis of water, air and soil, following EPA established protocols. Lists equipment, capabilities, test parameters, includes chain of custody form and contacts in Streetsboro, Ohio. ",Chemistry,Chemistry
2849290.txt,Mathematics of Operations Research Contents; text to subscribers. ,Math,Math
Sciences_2829816.txt,"Pico Envirotec Inc. Advanced instrumentation and turnkey systems for use in airborne and ground geophysical surveys for mining, oil and gas and environmental applications. ",Earth,Environment
2784660.txt,"Magic Worm Ranch Instructions for creating a worm-bin, FAQ, gardener tips, and composting products for sale. ",Agriculture,Agriculture
2815413.txt,Chaenomeles x superba image ,Biology,Biology
Sciences_2831666.txt,"Environmental Archaeology, Florida Museum of Natural History This discipline analyzes and interprets past human resources uses and human/environment interactions. It is made up of three subdisciplines - Zooarchaeology, Archaeobotany, and Archaeopedology. ",Earth,Environment
2843455.txt,"Mod-2 Cohomology of 2-Groups Computer calculation of the mod-2 cohomology of groups of order 8, 16, 32 and 64. ",Math,Math
2844468.txt,"Risk Theory by Arcady Novosyolov Deals with decision making as it applies to the financial and actuarial fields, including risk assessment and measurement, portfolio selection and ruin theory. ",Math,Math
2789351.txt,Voyages of Discovery Offers tours with an astronomical orientation mixed with sightseeing. Tours are for small groups escorted by travel professionals and science experts. ,Astronomy,Astronomy
